Geneid	wt_R1	wt_R2	mu_R1	mu_R2
FGRRES_05341	1014	881	1644	1347
FGRRES_15293	24	26	16	16
FGRRES_05342	243	258	464	413
FGRRES_05343	288	296	161	157
FGRRES_15294	67	75	55	32
FGRRES_05344	1189	1106	586	427
FGRRES_05345	2387	2210	1732	1597
FGRRES_05346	646	588	427	330
FGRRES_16473_M	911	1049	591	541
FGRRES_05348	1681	1765	1658	1519
FGRRES_17663	484	527	306	268
FGRRES_17664	243	207	181	144
FGRRES_17665	834	798	438	315
FGRRES_12718	124	150	51	84
FGRRES_12719	114	91	60	48
FGRRES_05352	690	712	1116	1146
FGRRES_05353	109	98	491	381
FGRRES_20259	1	0	5	1
FGRRES_05354	197	191	135	116
FGRRES_05355	601	575	524	382
FGRRES_05356	82	77	232	220
FGRRES_05357	987	831	574	541
FGRRES_12720	71	54	52	42
FGRRES_12721	10	11	2	3
FGRRES_12722	59	50	41	27
FGRRES_05358_M	1050	887	829	747
FGRRES_05359	349	320	226	154
FGRRES_05360	205	196	149	121
FGRRES_05361_M	1129	1097	903	727
FGRRES_05362	45	39	35	19
FGRRES_20260	7	14	2	0
FGRRES_20261	2	2	1	5
FGRRES_05364	1003	909	508	359
FGRRES_05365	1268	1184	860	737
FGRRES_16474	132	131	105	108
FGRRES_05367	293	323	126	96
FGRRES_05368	128	93	108	99
FGRRES_05369	69	37	27	26
FGRRES_05370	243	236	230	211
FGRRES_05371	532	514	197	223
FGRRES_05372	8838	6101	11011	7945
FGRRES_05373	476	483	546	444
FGRRES_05374	26789	30585	8766	9586
FGRRES_05375	17674	17696	9065	8335
FGRRES_05376	1372	1105	742	532
FGRRES_05377	1706	1834	1182	1217
FGRRES_05378_M	2878	2770	1567	1254
FGRRES_05379	1706	1693	1545	1305
FGRRES_16475	619	508	520	457
FGRRES_16476	936	820	1029	987
FGRRES_05382	48	54	35	27
FGRRES_12725	106	100	51	51
FGRRES_16477	1156	1112	1081	983
FGRRES_12726	3466	2771	3138	2745
FGRRES_05384	1029	1030	665	599
FGRRES_05385	1575	1566	1356	1501
FGRRES_16478_M	402	380	275	228
FGRRES_05387	2202	2210	1130	1061
FGRRES_05388	752	791	427	409
FGRRES_12727	26	14	14	4
FGRRES_05389	1690	1594	831	742
FGRRES_05390	123	93	35	43
FGRRES_05391	134	116	150	100
FGRRES_05392	944	838	575	509
FGRRES_05393	552	510	376	331
FGRRES_05394	335	271	234	194
FGRRES_05395	138	105	52	48
FGRRES_12728	695	617	907	772
FGRRES_16479	389	325	290	207
FGRRES_12729_M	902	771	1289	1214
FGRRES_12730	5	0	2	4
FGRRES_05397	1189	1192	1146	929
FGRRES_20262	6	0	0	0
FGRRES_05398	2727	2333	1657	1525
FGRRES_16480	0	1	2	0
FGRRES_05399	4147	3654	1970	1893
FGRRES_05400	290	253	180	190
FGRRES_17666	103	100	428	389
FGRRES_17667	447	399	186	196
FGRRES_17668	370	361	176	112
FGRRES_05404	1403	1341	706	671
FGRRES_05405	117	87	61	47
FGRRES_05406	404	360	273	258
FGRRES_05407	7276	7372	9352	9514
FGRRES_05408	2456	2251	2596	2525
FGRRES_05409	1925	1876	856	831
FGRRES_05410	1383	1247	2313	1980
FGRRES_05411	1824	1751	1165	1053
FGRRES_12731	476	373	371	260
FGRRES_12732	47	40	24	25
FGRRES_05413	500	429	441	327
FGRRES_05414	551	527	349	333
FGRRES_05415	406	440	519	491
FGRRES_05416	94	88	100	67
FGRRES_16481	1107	1055	877	915
FGRRES_12734	702	747	762	706
FGRRES_12735	2	3	0	1
FGRRES_05417	1384	1492	1866	1741
FGRRES_15296_M	122	97	133	165
FGRRES_05418	2234	2272	2149	2153
FGRRES_05419	827	806	547	422
FGRRES_05420	300	267	86	75
FGRRES_12736	2172	2091	1614	1300
FGRRES_05421	1321	1183	913	704
FGRRES_05422	8160	8671	11712	12188
FGRRES_05423	1360	1380	856	813
FGRRES_05424	1116	983	708	592
FGRRES_05425	4803	4353	2679	2559
FGRRES_12737	814	725	501	467
FGRRES_12738	16	15	15	10
FGRRES_16482	2852	2821	1648	1523
FGRRES_05428	590	472	337	281
FGRRES_05429	148	127	50	53
FGRRES_05430	3478	3295	2153	1815
FGRRES_05431	1353	1369	640	635
FGRRES_05432	1565	1491	1590	1338
FGRRES_05433	5334	6404	2635	2267
FGRRES_12739	1	2	4	0
FGRRES_16483	1621	1612	706	698
FGRRES_05435_M	2795	2641	1914	1744
FGRRES_05436	1081	1023	519	486
FGRRES_05437	551	459	278	224
FGRRES_05438	488	464	837	718
FGRRES_05439	237	260	350	327
FGRRES_05440	130	120	95	81
FGRRES_05441_M	199	179	240	191
FGRRES_05442	3305	2998	2566	2071
FGRRES_05443	3807	3329	2870	2497
FGRRES_05444	5961	6087	4675	4087
FGRRES_05445_M	4	0	5	4
FGRRES_15297	0	3	0	1
FGRRES_05446	159	150	50	46
FGRRES_05447	1589	1390	1026	976
FGRRES_05448	103	110	47	49
FGRRES_16484	365	274	230	146
FGRRES_05450	210	196	162	178
FGRRES_16485	711	667	297	240
FGRRES_05452	333	291	152	112
FGRRES_05453_M	1194	1113	617	492
FGRRES_05454	1983	2218	1017	945
FGRRES_05455	5247	5182	4545	4156
FGRRES_16486	726	613	365	324
FGRRES_05457	459	455	286	215
FGRRES_05458	10795	11395	18803	19071
FGRRES_12740	5	4	1	7
FGRRES_20263	0	0	0	0
FGRRES_16487	713	677	413	341
FGRRES_05460	252	248	133	109
FGRRES_16488	40	48	31	20
FGRRES_15298	0	0	0	0
FGRRES_17669	7067	5309	7884	6814
FGRRES_15299	0	0	0	1
FGRRES_05463	98	80	67	53
FGRRES_16489	631	628	369	290
FGRRES_05465	547	634	162	155
FGRRES_05466	548	621	132	98
FGRRES_05467	253	225	837	800
FGRRES_05468	200	193	62	61
FGRRES_05469	750	666	520	420
FGRRES_17670_M	206	178	73	69
FGRRES_05471	2523	2257	1612	1472
FGRRES_05472	98	88	127	91
FGRRES_12741	33	41	54	34
FGRRES_12742	3068	2482	1889	1570
FGRRES_05474	38	43	58	55
FGRRES_12743	15	6	7	2
FGRRES_05475	466	514	936	983
FGRRES_05476_M	64	63	46	35
FGRRES_12744	61	46	112	86
FGRRES_15300	14	4	10	9
FGRRES_16490	337	285	278	228
FGRRES_05478	624	620	500	360
FGRRES_05479	811	665	331	302
FGRRES_12745	11611	10993	30546	28773
FGRRES_05480	841	703	519	414
FGRRES_05481	748	625	1182	1066
FGRRES_05482	218	248	272	232
FGRRES_05483	159	166	204	223
FGRRES_15302	0	0	0	0
FGRRES_15303	7	3	6	6
FGRRES_16491	1548	1436	1197	1020
FGRRES_12746	309	329	664	624
FGRRES_12747	1108	981	258	181
FGRRES_17744	29	29	25	12
FGRRES_15301_M	14	6	1	6
FGRRES_05486	11840	12382	8317	8201
FGRRES_05487	1876	1847	1103	920
FGRRES_05488	542	514	358	295
FGRRES_05489	448	405	225	200
FGRRES_05490	221	216	218	183
FGRRES_05491_M	8258	7217	5907	4633
FGRRES_05492	1020	988	718	517
FGRRES_05493	3082	3411	1698	1327
FGRRES_05494	105	114	63	65
FGRRES_05495	474	440	439	338
FGRRES_17671	265	233	214	182
FGRRES_05497	20	26	16	21
FGRRES_05498	1700	1526	1388	1259
FGRRES_20264	1129	1094	657	516
FGRRES_05500_M	2611	2363	1689	1437
FGRRES_05501_M	1830	1698	1605	1542
FGRRES_05502	1777	1725	401	277
FGRRES_05503	865	799	875	742
FGRRES_15305_M	0	0	0	0
FGRRES_12749	37	33	103	54
FGRRES_16492	586	453	391	293
FGRRES_12750	155	135	48	37
FGRRES_05505	55	59	22	19
FGRRES_20265	1	3	1	0
FGRRES_05506	589	587	224	223
FGRRES_12751	1	0	7	3
FGRRES_05507	350	378	120	166
FGRRES_05508	452	499	369	231
FGRRES_05509	440	346	257	191
FGRRES_05510	150	122	84	74
FGRRES_05511	350	364	173	147
FGRRES_05512	3161	3073	1909	1837
FGRRES_05513	689	687	348	250
FGRRES_05514	4816	4521	3126	2573
FGRRES_05515	977	901	723	640
FGRRES_05516	933	751	434	383
FGRRES_05517	1295	1222	1037	908
FGRRES_05518	1308	1162	584	516
FGRRES_16493	600	465	744	552
FGRRES_05520	954	773	431	359
FGRRES_05521	3207	3164	17059	14997
FGRRES_05522_M	1896	1766	1210	1019
FGRRES_05523	816	792	486	464
FGRRES_05524	1247	1185	573	456
FGRRES_05525	1551	1496	1142	1139
FGRRES_05526	54	61	24	29
FGRRES_05527	5192	4861	4014	3559
FGRRES_20266	66	63	43	38
FGRRES_12752	21	11	22	39
FGRRES_05528	1	4	7	8
FGRRES_05529	176	146	57	52
FGRRES_05530	9481	9776	6658	6218
FGRRES_05531	133	145	63	47
FGRRES_05532	95	70	25	22
FGRRES_05533	191	148	71	45
FGRRES_05534	0	0	0	0
FGRRES_05535	4013	3347	2323	2043
FGRRES_05536	542	478	542	460
FGRRES_05537	122	105	45	52
FGRRES_16494	278	284	166	151
FGRRES_05539	244	220	135	121
FGRRES_16495	541	497	426	370
FGRRES_05541	1271	1167	315	285
FGRRES_05542	971	895	630	482
FGRRES_05543_M	685	538	370	302
FGRRES_05544	1345	1303	695	579
FGRRES_05545	275	260	141	153
FGRRES_05546	1372	1304	2193	2046
FGRRES_15306	13	8	9	22
FGRRES_12753	2	6	10	12
FGRRES_05547	1218	1036	585	487
FGRRES_05548	53	68	54	41
FGRRES_16497	1045	889	543	456
FGRRES_16498	16870	13044	9189	6449
FGRRES_05550	1261	1236	414	307
FGRRES_05551	333	340	244	158
FGRRES_05552	12236	11257	8093	7719
FGRRES_05553	926	895	682	568
FGRRES_05554	607	647	609	551
FGRRES_05555_M	4041	3641	2964	2753
FGRRES_05556	1809	1703	324	226
FGRRES_05557	262	220	118	111
FGRRES_16499_M	1219	1066	449	340
FGRRES_05559	355	328	256	176
FGRRES_16500	1490	1399	963	856
FGRRES_05561	700	709	314	287
FGRRES_05562	2045	1862	1561	1316
FGRRES_05563	832	799	534	434
FGRRES_05564	575	701	516	419
FGRRES_05565_M	2675	2316	2210	1787
FGRRES_17672	1845	1619	1614	1239
FGRRES_05567	1744	1627	1606	1617
FGRRES_20267	31	18	36	31
FGRRES_05568	582	590	808	790
FGRRES_05569	6	0	5	3
FGRRES_12757	78	69	61	42
FGRRES_05570	148	130	131	98
FGRRES_05571	3397	3070	2292	2152
FGRRES_05572	361	373	179	155
FGRRES_05573	536	469	251	231
FGRRES_05574	4414	4704	599	536
FGRRES_12758	834	750	807	588
FGRRES_16501	259	278	208	167
FGRRES_16502_M	6513	7018	5810	5318
FGRRES_05577	540	499	369	276
FGRRES_05578	1188	1176	325	264
FGRRES_05579	419	325	213	205
FGRRES_05580	926	840	692	588
FGRRES_16503	1157	1036	695	528
FGRRES_16504	751	639	631	607
FGRRES_05583	473	421	336	348
FGRRES_05584	150	100	55	74
FGRRES_20268	0	0	2	0
FGRRES_05585	902	836	315	234
FGRRES_05586	849	909	243	249
FGRRES_12760	1465	1227	4113	3127
FGRRES_16505	93	123	58	46
FGRRES_12762_M	2	0	3	4
FGRRES_16506_M	1009	890	623	649
FGRRES_05589	1634	1640	3213	3268
FGRRES_05590	1446	1351	793	738
FGRRES_05591	365	395	206	145
FGRRES_05592	121	85	73	60
FGRRES_05593	2392	2600	1041	1032
FGRRES_12763	3	1	1	7
FGRRES_12764	730	593	1321	1282
FGRRES_05594	1172	1024	2038	1855
FGRRES_12765	47	60	38	28
FGRRES_05595	918	891	495	388
FGRRES_16507	963	909	460	412
FGRRES_05597	79	63	81	66
FGRRES_05598	718	791	373	363
FGRRES_05599	584	479	190	161
FGRRES_05600	434	418	273	229
FGRRES_16508	253	268	247	198
FGRRES_05602	265	201	144	140
FGRRES_16509_M	1186	1140	490	417
FGRRES_05604_M	1576	1623	1128	895
FGRRES_05605	8515	7788	4638	3340
FGRRES_05606	3924	4112	753	693
FGRRES_05607	500	504	275	253
FGRRES_05608	355	350	234	185
FGRRES_05609	103	67	63	60
FGRRES_05610	3134	3108	2363	2264
FGRRES_05611	778	745	463	440
FGRRES_05612	113	109	75	49
FGRRES_05613	326	275	95	74
FGRRES_05614	1546	1549	572	567
FGRRES_05615_M	5224	5518	1507	1468
FGRRES_12767	963	837	692	489
FGRRES_05616	593	530	468	322
FGRRES_16510	205	179	321	341
FGRRES_17674	207	176	333	342
FGRRES_12769	29	27	14	10
FGRRES_05619	6637	6316	4024	3448
FGRRES_05620	84	84	120	132
FGRRES_05621	3664	3399	1571	1172
FGRRES_16511	384	308	179	144
FGRRES_05623_M	246	262	243	232
FGRRES_05624	150	143	204	204
FGRRES_05625	329	285	261	230
FGRRES_05626	10	4	17	19
FGRRES_12770_M	4	6	1	1
FGRRES_16512	3752	3847	1721	1608
FGRRES_05628	7335	6826	14908	12572
FGRRES_05629	321	297	264	196
FGRRES_05630_M	6016	5501	7351	7018
FGRRES_05631	1296	1142	855	777
FGRRES_05632	885	876	993	835
FGRRES_12771	11	6	68	46
FGRRES_15308	29	26	26	8
FGRRES_05633	2766	2996	2555	2720
FGRRES_05634	287	259	124	156
FGRRES_05635	658	667	267	244
FGRRES_05636	599	552	350	380
FGRRES_05637	931	800	697	642
FGRRES_16513	290	213	138	91
FGRRES_15024	640	710	252	228
FGRRES_05640	3104	3270	1405	1209
FGRRES_05641	308	280	152	144
FGRRES_05642_M	2600	2617	1711	1599
FGRRES_05643_M	1566	1518	3383	3299
FGRRES_05644	281	234	156	89
FGRRES_05645_M	2977	2854	1918	1646
FGRRES_05646	123	87	105	93
FGRRES_16514	771	757	528	492
FGRRES_05648	1159	1135	1194	1178
FGRRES_05649	581	575	324	272
FGRRES_05650	667	650	119	107
FGRRES_05651	93	84	45	37
FGRRES_05652	6924	6464	1405	1254
FGRRES_05653	32084	33334	26823	26490
FGRRES_20269	1	3	2	1
FGRRES_05654	184	146	99	101
FGRRES_15309	0	2	3	3
FGRRES_05655	876	843	548	491
FGRRES_16515	2148	2136	3152	2884
FGRRES_16516	4347	4145	4003	3732
FGRRES_05658	383	373	339	349
FGRRES_12777	30	29	95	79
FGRRES_15310	12	21	29	28
FGRRES_15311	324	253	486	374
FGRRES_05659	2085	1934	3061	2972
FGRRES_05660	110	77	84	81
FGRRES_16518	410	372	405	355
FGRRES_05662	27	23	7	10
FGRRES_05663	773	774	2714	2470
FGRRES_12778	0	0	1	0
FGRRES_16519	854	871	751	640
FGRRES_05665	1811	1854	2276	2292
FGRRES_16520	258	251	193	198
FGRRES_05667	476	465	117	113
FGRRES_15312	498	426	151	96
FGRRES_12779	123	105	57	36
FGRRES_12780	1191	814	452	326
FGRRES_16521_M	654	565	365	358
FGRRES_05668	105	89	41	49
FGRRES_05669	200	185	209	178
FGRRES_05670	528	531	291	250
FGRRES_05671	1986	1925	1527	1456
FGRRES_05672	21	10	22	24
FGRRES_05673	308	334	211	182
FGRRES_05674	94	104	56	43
FGRRES_16522	1963	1824	2347	2060
FGRRES_12783	1305	1229	2089	1731
FGRRES_20270	0	0	0	1
FGRRES_16523	185	152	92	84
FGRRES_05677	1820	1423	1356	1127
FGRRES_05678	331	365	310	313
FGRRES_12784	1015	973	1576	1558
FGRRES_05679	1123	1089	2233	2255
FGRRES_05680	39	33	23	21
FGRRES_05681	66	50	53	52
FGRRES_05682	281	296	172	164
FGRRES_05683	230	182	786	618
FGRRES_05684	510	435	1744	1696
FGRRES_05685	325	279	193	181
FGRRES_05686	1167	1164	181	157
FGRRES_05687	1047	1015	233	197
FGRRES_16524	4846	4255	1470	1426
FGRRES_05689	2584	2586	1298	1282
FGRRES_05690	421	438	128	158
FGRRES_05691	4329	3958	2647	2229
FGRRES_12787	2	1	1	2
FGRRES_05692	12	24	19	14
FGRRES_16525	11	1	0	0
FGRRES_05694	33	37	35	20
FGRRES_16526	1060	1022	296	278
FGRRES_12788	106	98	167	142
FGRRES_05696	364	406	214	186
FGRRES_16527	3032	3141	3100	3187
FGRRES_20271	1	2	0	3
FGRRES_05698	562	656	198	182
FGRRES_05699	814	701	440	334
FGRRES_05700	606	525	393	346
FGRRES_05701	204	172	77	46
FGRRES_05702	42	57	59	46
FGRRES_05703	154	128	19	7
FGRRES_05704	224	223	41	42
FGRRES_05705	51	36	32	18
FGRRES_05706	234	163	60	48
FGRRES_05707	478	476	117	122
FGRRES_16528	437	435	147	115
FGRRES_05709	532	482	157	130
FGRRES_05710	28	34	18	9
FGRRES_12790_1_M	284	253	450	374
FGRRES_05712	235	220	141	102
FGRRES_12792	44	50	41	18
FGRRES_05713_M	625	622	369	293
FGRRES_05714	89	63	39	39
FGRRES_05715	59	32	27	32
FGRRES_20272	58	62	40	45
FGRRES_15314	1	3	1	0
FGRRES_05716_M	399	367	174	117
FGRRES_16529	350	326	145	127
FGRRES_15315_M	2	0	1	0
FGRRES_05719	191	186	178	157
FGRRES_05720	290	272	188	161
FGRRES_12793	132	109	68	50
FGRRES_15316	107	91	50	37
FGRRES_15317_M	5	13	1	5
FGRRES_05721	7248	7808	4352	4123
FGRRES_16530	75	77	94	105
FGRRES_12794	24	1	10	9
FGRRES_05723	660	576	804	661
FGRRES_05724	265	257	33	15
FGRRES_05725	24	17	17	14
FGRRES_12795	48	37	21	8
FGRRES_12796	420	398	754	578
FGRRES_20273	38	30	19	12
FGRRES_05727	437	463	186	200
FGRRES_16531	594	585	261	204
FGRRES_05729	1002	999	867	866
FGRRES_12797	35	24	41	37
FGRRES_05730	302	283	240	181
FGRRES_20274	0	0	0	0
FGRRES_05731	70	80	50	31
FGRRES_12798	92	100	78	61
FGRRES_12799	98	85	88	89
FGRRES_05733	6900	7851	1609	1389
FGRRES_05734	1421	1304	958	752
FGRRES_05735	1660	1527	1047	1001
FGRRES_05736	1528	1222	763	612
FGRRES_05737_M	8393	9268	6570	6801
FGRRES_05738	601	623	350	332
FGRRES_05739	58	58	22	24
FGRRES_16532	636	567	564	435
FGRRES_05741	406	372	127	106
FGRRES_05742	1411	1288	1214	945
FGRRES_15318	20	20	20	17
FGRRES_05743	122	125	54	52
FGRRES_16533	1540	1400	1087	945
FGRRES_05745	229	172	157	113
FGRRES_05746	443	478	348	292
FGRRES_05747	380	324	336	260
FGRRES_12800	129	105	390	311
FGRRES_16534	4302	4624	25509	26230
FGRRES_05749	1026	830	708	571
FGRRES_16535	767	840	509	462
FGRRES_05751	1631	1321	744	610
FGRRES_05752	17	33	18	16
FGRRES_12801	3	6	6	11
FGRRES_12802	13	12	7	13
FGRRES_12803	1	2	0	1
FGRRES_12804	2	0	0	0
FGRRES_16536	13	22	5	14
FGRRES_12805	0	1	0	0
FGRRES_16537	28	38	7	8
FGRRES_16538	161	126	78	93
FGRRES_05757_M	538	505	718	572
FGRRES_05758	49	32	291	264
FGRRES_16539	99	88	91	76
FGRRES_05760	634	645	293	282
FGRRES_05761	125	81	70	48
FGRRES_05762	4	2	3	5
FGRRES_05763	190	187	105	79
FGRRES_16540	1838	1607	1134	879
FGRRES_05765_M	682	633	508	509
FGRRES_05766	375	350	306	256
FGRRES_15025	182	180	111	110
FGRRES_16541	27128	26263	70974	70876
FGRRES_05769	556	544	219	150
FGRRES_05770	712	720	474	451
FGRRES_05771	51	33	33	23
FGRRES_16542	574	590	560	465
FGRRES_16543	213	199	267	224
FGRRES_16544	91	92	41	31
FGRRES_12808	1028	955	685	632
FGRRES_16545	2323	2376	1605	1605
FGRRES_05775	4193	3926	2586	2351
FGRRES_05776	184	153	180	171
FGRRES_05777	3347	3762	1641	1575
FGRRES_05778_M	1458	1522	662	581
FGRRES_16546	294	311	180	161
FGRRES_05780	827	774	486	442
FGRRES_05781	703	654	552	468
FGRRES_05782	152	150	76	70
FGRRES_05783	143	213	108	91
FGRRES_12812	69	65	45	55
FGRRES_05784	23931	27257	17737	18585
FGRRES_05785	384	305	186	166
FGRRES_16547	88	82	159	141
FGRRES_16548	108	99	50	43
FGRRES_12814	29	29	24	16
FGRRES_05788	0	2	1	0
FGRRES_05789	8	16	9	3
FGRRES_05790	11	12	5	2
FGRRES_05791	280	232	184	187
FGRRES_16549	1	1	1	1
FGRRES_05793	7	4	4	3
FGRRES_17677	105	62	121	94
FGRRES_05795	26	30	26	15
FGRRES_05796	19	31	27	35
FGRRES_05797	1193	1161	1201	1148
FGRRES_05798	212	199	86	64
FGRRES_05799	1	1	1	1
FGRRES_16551	48	50	21	13
FGRRES_05801	69	80	56	47
FGRRES_05802	16	25	22	31
FGRRES_05803	3	0	2	1
FGRRES_16552	40	28	13	11
FGRRES_05805	1	1	1	2
FGRRES_05806	12	8	12	16
FGRRES_05807	3	3	3	2
FGRRES_05808	13	3	2	6
FGRRES_05809	17	16	5	8
FGRRES_12815	54	46	12	13
FGRRES_12816	16	17	11	8
FGRRES_05811	141	125	80	72
FGRRES_15313	4	1	2	5
FGRRES_05812	11	6	4	9
FGRRES_16553	26	19	13	6
FGRRES_05814	143	132	148	101
FGRRES_05815	128	113	78	46
FGRRES_05816	109	90	131	92
FGRRES_05817	36	31	28	14
FGRRES_05818_M	863	724	175	169
FGRRES_05819	70	54	24	20
FGRRES_17678	12	6	5	3
FGRRES_05821	3	1	1	1
FGRRES_05822	59	40	67	64
FGRRES_16554	9	8	3	3
FGRRES_12818	2	4	14	0
FGRRES_12819	2	0	1	2
FGRRES_05824	7	12	8	11
FGRRES_05825	22	20	46	37
FGRRES_05826	195	164	146	150
FGRRES_05827	265	282	161	177
FGRRES_05828	43	31	36	18
FGRRES_05829	44	35	17	14
FGRRES_12820	1	2	4	3
FGRRES_12821	70	62	7	12
FGRRES_05831	37	32	26	28
FGRRES_05832	3	3	1	0
FGRRES_16555	9899	9079	2756	2571
FGRRES_05834_M	765	647	488	511
FGRRES_05835	47	32	42	34
FGRRES_05836	229	215	57	49
FGRRES_05837	154	184	96	89
FGRRES_05838	78	69	35	21
FGRRES_12822	3	0	1	3
FGRRES_12823	0	1	1	2
FGRRES_05839	465	498	383	352
FGRRES_20275	47	47	16	18
FGRRES_20276	5	8	2	6
FGRRES_12824	19	17	16	19
FGRRES_12825	285	257	139	111
FGRRES_12826	170	126	129	88
FGRRES_05841	30	35	9	11
FGRRES_05842	127	98	783	586
FGRRES_16556_M	3656	4031	4222	3891
FGRRES_05843	5287	5730	3507	3179
FGRRES_05844	1754	1883	982	943
FGRRES_05845	4260	4317	3892	3920
FGRRES_05846	697	752	861	736
FGRRES_05847	7068	6988	6434	5723
FGRRES_05848	16048	18542	16417	17102
FGRRES_15319	1	2	0	3
FGRRES_05849	2108	1753	2152	1404
FGRRES_05850	4	2	3	0
FGRRES_05851	45	29	26	23
FGRRES_05852	788	827	166	120
FGRRES_05853	1216	1017	847	579
FGRRES_05854	890	893	734	544
FGRRES_16557	3138	2683	1622	1173
FGRRES_05856	118	99	71	68
FGRRES_05857	505	627	186	171
FGRRES_05858	1295	1205	643	517
FGRRES_05859	87	58	22	13
FGRRES_16558	81	50	55	35
FGRRES_12828	43	31	12	22
FGRRES_16559	2218	2186	1459	1288
FGRRES_05862	564	594	226	191
FGRRES_05863	286	264	132	111
FGRRES_05864	1217	1341	869	748
FGRRES_05865	345	354	230	195
FGRRES_16560	379	335	275	253
FGRRES_12829	395	344	197	189
FGRRES_12830	201	174	171	156
FGRRES_05868	318	314	171	158
FGRRES_16561	92	71	30	47
FGRRES_05870	348	358	265	229
FGRRES_05871	736	658	547	489
FGRRES_05872	162	122	53	54
FGRRES_16562	1089	947	615	435
FGRRES_05874	400	476	211	243
FGRRES_16563	1036	868	661	536
FGRRES_20277	417	326	292	238
FGRRES_12832	2	4	1	0
FGRRES_05876	46	33	35	28
FGRRES_05877_M	399	368	289	305
FGRRES_05878	330	281	272	222
FGRRES_16564	537	547	498	485
FGRRES_12833	242	167	123	108
FGRRES_12834	984	889	529	466
FGRRES_05881	207	182	131	83
FGRRES_05882	3323	3342	1539	1405
FGRRES_20278	31	23	25	16
FGRRES_16565_M	174	126	108	84
FGRRES_05884	7407	6876	5132	4274
FGRRES_12835	135	105	223	274
FGRRES_05885	75	66	52	58
FGRRES_20279	28	26	28	20
FGRRES_16566	165	185	85	76
FGRRES_05887	207	201	155	123
FGRRES_05888	259	250	146	124
FGRRES_05889	3733	3578	1527	1313
FGRRES_05890	282	282	263	220
FGRRES_16567	2683	2371	1825	1513
FGRRES_05892_M	2041	1971	1947	1613
FGRRES_16568_M	962	1043	614	487
FGRRES_05894	2731	2540	1887	1702
FGRRES_16569	617	462	344	300
FGRRES_16570	338	321	244	235
FGRRES_05896	736	681	423	407
FGRRES_05897	24	27	20	17
FGRRES_05898	4124	3966	6400	6508
FGRRES_15321	90	100	181	195
FGRRES_12838	23	17	77	48
FGRRES_16571	364	330	236	197
FGRRES_05900	2414	2329	1453	1280
FGRRES_12839	1018	1109	1253	1249
FGRRES_12840	1324	1051	946	680
FGRRES_05902	1214	1259	679	624
FGRRES_05903	3565	4266	2589	2913
FGRRES_16572	3732	3336	2557	2281
FGRRES_05905_M	1201	1169	1135	1027
FGRRES_05906	232	279	121	107
FGRRES_05907	394	402	181	138
FGRRES_05908	21	18	12	11
FGRRES_16573	275	296	193	150
FGRRES_05910	486	460	267	237
FGRRES_16574	299	342	221	212
FGRRES_05912	1503	1455	1616	1490
FGRRES_05913	2	5	6	1
FGRRES_05914	133	108	138	98
FGRRES_05915	140	130	209	173
FGRRES_05916	2101	2115	926	834
FGRRES_05917_M	348	280	194	154
FGRRES_05918	500	404	287	186
FGRRES_05919	67	64	27	28
FGRRES_12841	148	154	135	93
FGRRES_12842	205	130	168	104
FGRRES_05921	271	209	211	176
FGRRES_05922	278	229	126	104
FGRRES_05923	538	504	369	345
FGRRES_05924	962	970	467	467
FGRRES_05925	555	516	437	344
FGRRES_05926	222	172	113	92
FGRRES_16575	191	176	2416	2253
FGRRES_05928	15751	11607	62009	44400
FGRRES_05929	5129	4872	8714	7832
FGRRES_05930	2517	2467	1864	1454
FGRRES_05931	111	134	92	82
FGRRES_05932	705	757	379	367
FGRRES_05933	263	331	78	67
FGRRES_05934	65	56	59	43
FGRRES_05935	20	15	12	3
FGRRES_05936	1096	1086	2035	1815
FGRRES_05937	5475	5748	2442	2325
FGRRES_05938	79	59	34	39
FGRRES_05939	99	108	49	62
FGRRES_05940	6883	6644	1657	1393
FGRRES_05941	86	83	11	15
FGRRES_05942	316	247	110	88
FGRRES_15324	7	2	0	0
FGRRES_16576_M	33	28	26	16
FGRRES_16577	15	19	8	6
FGRRES_05945	44	44	12	10
FGRRES_05946	21	16	8	4
FGRRES_05947	17	25	12	8
FGRRES_12843	0	0	0	0
FGRRES_05948	217	218	119	99
FGRRES_05949	226	194	149	135
FGRRES_16578	640	654	439	394
FGRRES_05951	67	94	38	30
FGRRES_05952	1814	1811	1175	933
FGRRES_05953	462	394	224	183
FGRRES_05954	1019	1096	470	424
FGRRES_05955	1055	863	1468	1495
FGRRES_05956	830	895	656	586
FGRRES_20280	11	9	69	76
FGRRES_05957	160	150	124	120
FGRRES_05958	968	980	541	506
FGRRES_05959_M	138	113	59	45
FGRRES_16579	756	686	489	412
FGRRES_05961	157	171	25	33
FGRRES_05962	2835	2843	2073	1728
FGRRES_16580	1032	957	709	632
FGRRES_05964	246	216	71	74
FGRRES_12845	263	280	341	329
FGRRES_12846	364	339	212	171
FGRRES_05966	381	339	201	148
FGRRES_16581	36	32	21	16
FGRRES_05968	80	71	75	80
FGRRES_05969	689	554	405	388
FGRRES_05970	12713	13434	5647	5368
FGRRES_16582	115	101	85	61
FGRRES_05972	3995	4398	1866	1671
FGRRES_05973	1272	1210	627	530
FGRRES_20281	54	53	20	23
FGRRES_12847	2	3	4	2
FGRRES_05974	1228	1166	385	388
FGRRES_16583	2645	2469	2555	2528
FGRRES_05976	14	16	24	18
FGRRES_05977	2119	1930	1407	1188
FGRRES_05978	803	808	423	385
